id,category
0,0.3127696279193406
1,0.4877932420299562
2,0.5614442307973986
3,0.5122677416664635
4,0.8382867077224824
5,0.5545729345283172
6,0.23558753155343048
7,0.5529200954244724
8,0.532816230387229
9,0.6970464284219775
10,0.6140532317936422
11,0.5959782953673247
12,0.2536663276108575
13,0.3946342673796409
14,0.14775041363490926
15,0.7106493149515423
16,0.6713145997706678
17,0.6115213598537356
18,0.28975725800802443
19,0.5784556673869741
